      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2010-01-29	2979.74	3024.85	2968.45	2989.29	91271121	97625178112.000
2010-02-01	2981.37	2981.37	2912.89	2941.36	100564350	105912139776.000
2010-02-02	2955.75	2990.75	2930.56	2934.71	93734933	99637895168.000
2010-02-03	2945.03	3005.13	2890.02	3003.83	119005326	122261766144.000
2010-02-04	2983.05	3015.13	2968.68	2995.31	111441894	116737007616.000
2010-02-05	2936.20	2959.23	2918.91	2939.40	107746152	112754032640.000
2010-02-08	2936.45	2954.27	2922.19	2935.17	68452323	74134929408.000
2010-02-09	2932.09	2957.47	2929.21	2948.84	69093618	69304770560.000
2010-02-10	2967.14	2983.18	2958.22	2982.50	62322403	68177453056.000
2010-02-11	2985.08	3001.64	2976.08	2985.50	62462059	65796304896.000
2010-02-12	2996.09	3018.86	2993.44	3018.13	60694995	67723890688.000
2010-02-22	3016.70	3026.66	3002.81	3003.40	75193873	79980085248.000
2010-02-23	2998.91	2998.91	2938.75	2982.57	89011528	99815440384.000
2010-02-24	2964.98	3023.74	2955.07	3022.18	99625941	106781057024.000
2010-02-25	3026.66	3063.00	3022.37	3060.62	130544489	140960595968.000
2010-02-26	3053.50	3067.52	3041.69	3051.94	109599886	122741448704.000
2010-03-01	3057.01	3093.09	3054.55	3087.84	120949909	132858732544.000
2010-03-02	3089.71	3095.99	3060.96	3073.11	113653846	125959733248.000
2010-03-03	3074.10	3098.46	3061.47	3097.00	123134064	137578414080.000
2010-03-04	3098.07	3102.40	3016.22	3023.37	136744533	146744852480.000
2010-03-05	3026.64	3044.17	3011.09	3031.06	98280194	106750656512.000
2010-03-08	3036.42	3058.83	3030.91	3053.23	85598074	93590028288.000
2010-03-09	3053.26	3084.85	3028.69	3069.14	99564082	108844580864.000
2010-03-10	3067.15	3085.99	3034.74	3048.93	90553114	99858587648.000
2010-03-11	3050.64	3070.94	3025.31	3051.28	87850575	97785479168.000
2010-03-12	3051.47	3057.52	3011.97	3013.41	77895575	85619236864.000
2010-03-15	3010.72	3013.52	2963.49	2976.94	73318288	76588359680.000
2010-03-16	2974.49	2993.84	2963.44	2992.84	64986778	70928498688.000
2010-03-17	2999.81	3050.76	2994.89	3050.48	96339657	106714079232.000
2010-03-18	3053.16	3063.59	3035.02	3046.09	98192978	109864443904.000
2010-03-19	3046.75	3069.66	3031.02	3067.75	102391879	104729190400.000
2010-03-22	3069.66	3083.34	3061.76	3074.58	105968226	114941353984.000
2010-03-23	3076.96	3082.97	3051.21	3053.13	101281838	109922451456.000
2010-03-24	3058.93	3076.75	3052.21	3056.81	98158386	104740421632.000
2010-03-25	3051.36	3051.36	3012.31	3019.18	97324483	106404888576.000
2010-03-26	3017.22	3067.71	3009.91	3059.72	104093576	110540046336.000
2010-03-29	3076.05	3130.28	3071.69	3123.80	151903445	158427611136.000
2010-03-30	3123.83	3132.58	3113.77	3128.47	112628559	126808973312.000
2010-03-31	3129.57	3130.11	3101.76	3109.10	111534903	124511952896.000
2010-04-01	3111.94	3148.34	3111.94	3147.42	140784312	156081094656.000
2010-04-02	3154.77	3159.60	3141.87	3157.96	133339707	151580262400.000
2010-04-06	3170.61	3177.97	3141.93	3158.68	132234655	146262753280.000
2010-04-07	3156.31	3161.08	3132.24	3148.22	114137792	128495083520.000
2010-04-08	3143.45	3143.83	3110.26	3118.71	126899482	143865167872.000
2010-04-09	3118.93	3146.46	3114.79	3145.35	114165556	135452893184.000
2010-04-12	3151.89	3156.21	3111.90	3129.26	147730700	176520118272.000
2010-04-13	3129.69	3173.63	3101.48	3161.25	161433772	187820982272.000
2010-04-14	3161.55	3167.66	3145.55	3166.18	114888784	139342725120.000
2010-04-15	3168.14	3181.66	3135.99	3164.97	116473283	138487431168.000
2010-04-16	3159.67	3159.67	3121.37	3130.30	95126165	104799354880.000
2010-04-19	3096.78	3096.78	2977.77	2980.30	153147988	160088260608.000
2010-04-20	2980.08	2998.91	2941.35	2979.53	118165377	127159484416.000
2010-04-21	2984.62	3034.33	2972.10	3033.28	131151398	148225933312.000
2010-04-22	3021.29	3023.64	2978.46	2999.48	136997711	155532705792.000
2010-04-23	2995.57	3015.63	2966.78	2983.54	117602051	138032332800.000
2010-04-26	2988.08	2996.83	2965.83	2969.50	104096141	118656204800.000
2010-04-27	2962.15	2962.15	2866.34	2907.93	124398797	133424439296.000
2010-04-28	2883.17	2916.68	2865.47	2900.33	95519308	106520698880.000
2010-04-29	2912.20	2928.93	2867.94	2868.43	99942729	113842536448.000
2010-04-30	2867.65	2875.81	2820.95	2870.61	103631950	108077645824.000
2010-05-04	2821.35	2862.55	2809.13	2835.28	79010405	80475332608.000
2010-05-05	2804.51	2857.29	2770.33	2857.15	112685572	116421984256.000
2010-05-06	2838.95	2838.95	2735.00	2739.70	113710883	115810107392.000
2010-05-07	2685.99	2732.18	2665.81	2688.38	111599524	111011143680.000
2010-05-10	2690.86	2713.06	2646.59	2698.76	99885547	97794236416.000
2010-05-11	2745.60	2751.07	2638.53	2647.57	116181953	104271421440.000
2010-05-12	2628.02	2668.12	2604.20	2655.71	106781856	93549084672.000
2010-05-13	2653.58	2711.07	2646.90	2710.51	103204143	93473619968.000
2010-05-14	2692.10	2712.86	2677.19	2696.63	88118880	84334321664.000
2010-05-17	2663.88	2663.88	2557.24	2559.93	102158254	90516406272.000
2010-05-18	2555.14	2603.32	2529.63	2594.78	103796642	87281336320.000
2010-05-19	2581.63	2623.96	2554.98	2587.81	90466622	78977949696.000
2010-05-20	2571.54	2609.64	2551.45	2555.94	82742614	73910730752.000
2010-05-21	2492.57	2584.45	2481.97	2583.52	103033637	89265422336.000
2010-05-24	2596.32	2680.49	2596.32	2673.42	133321998	124403539968.000
2010-05-25	2654.36	2659.74	2609.09	2622.63	106011461	103243210752.000
2010-05-26	2620.85	2644.94	2610.51	2625.79	81570481	76555304960.000
2010-05-27	2615.10	2662.08	2583.55	2655.92	105685369	98495864832.000
2010-05-28	2680.40	2686.54	2641.41	2655.77	112506324	101415968768.000
2010-05-31	2647.87	2665.39	2591.53	2592.15	97390529	89185116160.000
2010-06-01	2577.76	2598.90	2534.27	2568.28	93289074	81840652288.000
2010-06-02	2548.54	2572.34	2521.06	2571.42	76092486	70990897152.000
2010-06-03	2575.77	2596.14	2551.53	2552.66	86990413	76458418176.000
2010-06-04	2536.23	2556.97	2527.87	2553.59	67027952	61720657920.000
2010-06-07	2508.33	2527.10	2491.66	2511.73	77361116	71384481792.000
2010-06-08	2510.08	2531.88	2491.65	2513.95	71810648	70326272000.000
2010-06-09	2523.88	2589.47	2501.12	2583.87	118099942	105209995264.000
2010-06-10	2561.55	2581.05	2554.79	2562.58	88318601	82079506432.000
2010-06-11	2574.90	2590.98	2566.62	2569.94	77718279	75181211648.000
2010-06-17	2588.97	2595.51	2559.72	2560.25	65401990	62786248704.000
2010-06-18	2556.60	2568.86	2505.33	2513.22	81520182	74230841344.000
2010-06-21	2517.29	2587.34	2504.31	2586.21	99521921	84003921920.000
2010-06-22	2579.63	2598.35	2572.96	2588.70	72428357	66888187904.000
2010-06-23	2576.34	2593.67	2546.52	2569.87	73981579	63488245760.000
2010-06-24	2563.64	2586.90	2554.34	2566.75	58237644	52107341824.000
2010-06-25	2556.54	2572.83	2534.27	2552.82	58477103	52749602816.000
2010-06-28	2550.65	2561.49	2528.39	2535.28	51436894	46192664576.000
2010-06-29	2534.50	2541.14	2425.93	2427.05	93473117	73376808960.000
2010-06-30	2409.54	2411.44	2382.36	2398.37	67271885	52558888960.000
2010-07-01	2393.95	2410.77	2371.78	2373.79	60830287	47582834688.000
2010-07-02	2371.32	2386.40	2319.74	2382.90	84619382	63295938560.000
2010-07-05	2358.76	2378.09	2335.57	2363.95	66879177	44746940416.000
2010-07-06	2358.28	2409.78	2356.55	2409.42	81002890	57628971008.000
2010-07-07	2407.67	2421.68	2392.57	2421.12	67152261	53658542080.000
2010-07-08	2429.68	2436.28	2402.00	2415.15	61164294	51353845760.000
2010-07-09	2416.58	2485.60	2398.68	2470.92	100721616	83453362176.000
2010-07-12	2468.54	2501.02	2455.81	2490.72	94617476	82893856768.000
2010-07-13	2468.69	2468.69	2439.24	2450.29	77640233	64591683584.000
2010-07-14	2456.10	2494.59	2456.10	2470.44	82805377	71385260032.000
2010-07-15	2465.99	2487.24	2423.65	2424.30	117510322	73453322240.000
2010-07-16	2414.68	2428.46	2389.07	2424.27	80934150	56986935296.000
2010-07-19	2399.58	2484.19	2392.27	2475.42	105709765	81159970816.000
2010-07-20	2477.75	2530.33	2477.46	2528.73	132382407	113278976000.000
2010-07-21	2529.62	2553.45	2520.15	2535.39	125845262	107158831104.000
2010-07-22	2525.98	2563.24	2522.20	2562.41	116699864	97057193984.000
2010-07-23	2566.85	2579.52	2549.24	2572.03	125865113	102633529344.000
2010-07-26	2576.37	2589.48	2556.47	2588.68	104540608	89753591808.000
2010-07-27	2581.59	2588.00	2565.64	2575.37	99031008	86319177728.000
2010-07-28	2574.32	2636.00	2564.16	2633.66	146193028	123955986432.000
2010-07-29	2635.05	2656.41	2623.94	2648.12	156572147	133051867136.000
2010-07-30	2642.85	2643.03	2614.73	2637.50	107066470	95401328640.000
2010-08-02	2635.81	2675.76	2633.65	2672.52	131925766	112156983296.000
2010-08-03	2678.79	2681.79	2626.72	2627.00	145598069	132380147712.000
2010-08-04	2620.50	2638.90	2589.99	2638.52	133762153	115185516544.000
2010-08-05	2636.24	2640.59	2606.62	2620.76	128048820	116955758592.000
2010-08-06	2618.71	2659.41	2598.91	2658.39	134772714	124990824448.000
2010-08-09	2656.36	2676.09	2650.40	2672.53	137100459	128442892288.000
2010-08-10	2672.79	2675.31	2594.34	2595.27	141535687	131287285760.000
2010-08-11	2587.61	2618.45	2586.02	2607.50	100286699	90162544640.000
2010-08-12	2584.92	2608.76	2570.96	2575.48	106481034	97353187328.000
2010-08-13	2576.69	2607.03	2564.84	2606.70	99461717	92588507136.000
2010-08-16	2603.79	2665.31	2596.77	2661.71	140100013	132298571776.000
2010-08-17	2663.18	2677.57	2654.01	2671.89	133731067	129954709504.000
2010-08-18	2674.50	2687.76	2654.41	2666.30	149040315	130297298944.000
2010-08-19	2669.43	2701.93	2659.30	2687.98	143211372	134944219136.000
2010-08-20	2677.02	2683.29	2636.91	2642.31	133844304	121635749888.000
2010-08-23	2637.82	2656.12	2629.71	2639.37	97571923	92616466432.000
2010-08-24	2636.53	2667.17	2614.56	2650.31	123896078	108055461888.000
2010-08-25	2634.95	2645.50	2595.73	2596.58	122661110	109756227584.000
2010-08-26	2604.88	2616.96	2590.61	2603.48	89344083	82918244352.000
2010-08-27	2602.50	2613.49	2588.64	2610.74	76986973	75938496512.000
2010-08-30	2622.27	2656.35	2620.19	2652.66	123486988	122287529984.000
2010-08-31	2644.79	2647.25	2626.79	2638.80	119586757	125726466048.000
2010-09-01	2641.05	2662.88	2604.49	2622.88	146411847	140401836032.000
2010-09-02	2646.89	2659.98	2636.42	2655.78	134796040	143355281408.000
2010-09-03	2658.13	2660.54	2631.85	2655.39	139408992	147162251264.000
2010-09-06	2667.20	2698.60	2664.24	2696.25	160113842	162059878400.000
2010-09-07	2698.22	2704.93	2679.02	2698.36	122360269	124792127488.000
